occurrence_key,species,lat,lon,image_url,license,width,height,image_path
4507688296,Mestra amymone,26.18437,-97.664003,https://inaturalist-open-data.s3.amazonaws.com/photos/343983727/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507688296_d2c0d3a416.jpg
4507693267,Nymphalis antiopa,38.043665,-122.830143,https://inaturalist-open-data.s3.amazonaws.com/photos/344005357/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507693267_0f024c040f.jpg
4507685202,Junonia grisea,38.311512,-123.015183,https://inaturalist-open-data.s3.amazonaws.com/photos/343974074/original.jpg,http://creativecommons.org/licenses/by/4.0/,1536,2048,../data/images_licensed\4507685202_bb404da1bd.jpg
4507694143,Dione vanillae,29.445802,-95.070133,https://inaturalist-open-data.s3.amazonaws.com/photos/343946210/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1345,../data/images_licensed\4507694143_974d0fc826.jpeg
4507683217,Danaus plexippus,33.706508,-112.031657,https://inaturalist-open-data.s3.amazonaws.com/photos/343945306/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507683217_905d5c4c0c.jpg
4507694143,Dione vanillae,29.445802,-95.070133,https://inaturalist-open-data.s3.amazonaws.com/photos/343946180/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1274,../data/images_licensed\4507694143_cb367016ce.jpeg
4507688296,Mestra amymone,26.18437,-97.664003,https://inaturalist-open-data.s3.amazonaws.com/photos/343983699/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507688296_bc23eeae37.jpg
4507694143,Dione vanillae,29.445802,-95.070133,https://inaturalist-open-data.s3.amazonaws.com/photos/343946173/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1177,1164,../data/images_licensed\4507694143_8921cd6a02.jpeg
4507688296,Mestra amymone,26.18437,-97.664003,https://inaturalist-open-data.s3.amazonaws.com/photos/343983748/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507688296_7ab6ff4d34.jpg
4507695240,Vanessa atalanta,30.451717,-97.74727,https://inaturalist-open-data.s3.amazonaws.com/photos/343941540/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507695240_f0e19bd877.jpg
4507697195,Dione vanillae,29.445952,-95.069833,https://inaturalist-open-data.s3.amazonaws.com/photos/343946143/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2040,2048,../data/images_licensed\4507697195_2c514f86be.jpeg
4507688296,Mestra amymone,26.18437,-97.664003,https://inaturalist-open-data.s3.amazonaws.com/photos/343983655/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507688296_68dbaba8c4.jpg
4507697195,Dione vanillae,29.445952,-95.069833,https://inaturalist-open-data.s3.amazonaws.com/photos/343946165/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1513,../data/images_licensed\4507697195_ed327c0007.jpeg
4507688296,Mestra amymone,26.18437,-97.664003,https://inaturalist-open-data.s3.amazonaws.com/photos/343983761/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507688296_f2446c8e7b.jpg
4507688296,Mestra amymone,26.18437,-97.664003,https://inaturalist-open-data.s3.amazonaws.com/photos/343983715/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507688296_cf874b3ea5.jpg
4507697234,Danaus plexippus,25.92423,-97.449403,https://inaturalist-open-data.s3.amazonaws.com/photos/343977265/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1946,../data/images_licensed\4507697234_c81aa79eb9.jpeg
4507704283,Danaus plexippus,37.840769,-122.255055,https://inaturalist-open-data.s3.amazonaws.com/photos/343972283/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,350,269,../data/images_licensed\4507704283_c4546ae124.jpeg
4507702233,Danaus gilippus,33.706518,-112.031667,https://inaturalist-open-data.s3.amazonaws.com/photos/343945326/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507702233_0d2e516d41.jpg
4507698212,Vanessa atalanta,29.9941,-98.068119,https://inaturalist-open-data.s3.amazonaws.com/photos/343959991/original.jpeg,http://creativecommons.org/licenses/by/4.0/,2048,1542,../data/images_licensed\4507698212_04bc1921ad.jpeg
4507697195,Dione vanillae,29.445952,-95.069833,https://inaturalist-open-data.s3.amazonaws.com/photos/343946142/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1827,2048,../data/images_licensed\4507697195_e4c6a8304f.jpeg
4507688296,Mestra amymone,26.18437,-97.664003,https://inaturalist-open-data.s3.amazonaws.com/photos/343983737/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507688296_c2d18414f6.jpg
4507708292,Nymphalis antiopa,33.78394,-118.295943,https://inaturalist-open-data.s3.amazonaws.com/photos/344004632/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507708292_c7d0ee6f68.jpeg
4507706052,Asterocampa leilia,26.127834,-97.955562,https://inaturalist-open-data.s3.amazonaws.com/photos/343899441/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507706052_31b83c340b.jpg
4507716264,Myscelia ethusa,26.184488,-97.66448,https://inaturalist-open-data.s3.amazonaws.com/photos/343986718/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507716264_7f97a8fbc7.jpg
4507716264,Myscelia ethusa,26.184488,-97.66448,https://inaturalist-open-data.s3.amazonaws.com/photos/343986753/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507716264_9514b3ae77.jpg
4507716264,Myscelia ethusa,26.184488,-97.66448,https://inaturalist-open-data.s3.amazonaws.com/photos/343986730/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507716264_32825c33bc.jpg
4507696284,Danaus plexippus,25.924226,-97.449483,https://inaturalist-open-data.s3.amazonaws.com/photos/343975261/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507696284_9cea6fb664.jpeg
4507716264,Myscelia ethusa,26.184488,-97.66448,https://inaturalist-open-data.s3.amazonaws.com/photos/343986740/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507716264_781637e4e4.jpg
4507716219,Euptoieta claudia,31.183394,-95.981182,https://inaturalist-open-data.s3.amazonaws.com/photos/343952997/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507716219_15085863b1.jpg
4507716264,Myscelia ethusa,26.184488,-97.66448,https://inaturalist-open-data.s3.amazonaws.com/photos/343986662/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507716264_5600fdfb72.jpg
4507716264,Myscelia ethusa,26.184488,-97.66448,https://inaturalist-open-data.s3.amazonaws.com/photos/343986691/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507716264_82f0e0d402.jpg
4507712266,Danaus plexippus,37.59092,-122.321056,https://inaturalist-open-data.s3.amazonaws.com/photos/344002687/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,857,751,../data/images_licensed\4507712266_54933c9f93.jpeg
4507718277,Danaus plexippus,29.7651,-95.565637,https://inaturalist-open-data.s3.amazonaws.com/photos/343982132/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507718277_21c9bc6227.jpg
4507683244,Danaus plexippus,26.099267,-81.730897,https://inaturalist-open-data.s3.amazonaws.com/photos/343959774/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507683244_05fa8e7cc8.jpg
4507703278,Euptoieta claudia,33.093859,-96.996214,https://inaturalist-open-data.s3.amazonaws.com/photos/343945270/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507703278_71366c2493.jpeg
4507716264,Myscelia ethusa,26.184488,-97.66448,https://inaturalist-open-data.s3.amazonaws.com/photos/343986707/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507716264_9e9acc84a3.jpg
4507720206,Dione vanillae,26.456553,-82.118347,https://inaturalist-open-data.s3.amazonaws.com/photos/343936404/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507720206_9ef28478a5.jpg
4507716264,Myscelia ethusa,26.184488,-97.66448,https://inaturalist-open-data.s3.amazonaws.com/photos/343986676/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1152,2048,../data/images_licensed\4507716264_dd9908364e.jpg
4507720206,Dione vanillae,26.456553,-82.118347,https://inaturalist-open-data.s3.amazonaws.com/photos/343936376/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507720206_913fae2520.jpg
4507720206,Dione vanillae,26.456553,-82.118347,https://inaturalist-open-data.s3.amazonaws.com/photos/343936397/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507720206_63b83501ca.jpg
4507720269,Limenitis bredowii,34.107536,-118.415467,https://inaturalist-open-data.s3.amazonaws.com/photos/343975561/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507720269_598e3a1d68.jpg
4507718277,Danaus plexippus,29.7651,-95.565637,https://inaturalist-open-data.s3.amazonaws.com/photos/343982163/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507718277_afb97d7571.jpg
4507712266,Danaus plexippus,37.59092,-122.321056,https://inaturalist-open-data.s3.amazonaws.com/photos/344003165/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1280,1240,../data/images_licensed\4507712266_4b8f4d2fc1.jpeg
4507720206,Dione vanillae,26.456553,-82.118347,https://inaturalist-open-data.s3.amazonaws.com/photos/343936365/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507720206_9bae743aef.jpg
4507721185,Anartia jatrophae,27.265571,-82.289271,https://inaturalist-open-data.s3.amazonaws.com/photos/343894588/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1540,2048,../data/images_licensed\4507721185_f86ca9b6e5.jpeg
4507729191,Dione vanillae,29.445877,-95.069189,https://inaturalist-open-data.s3.amazonaws.com/photos/343946171/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1340,1213,../data/images_licensed\4507729191_2694890fdc.jpeg
4507728273,Vanessa atalanta,34.034786,-118.064031,https://inaturalist-open-data.s3.amazonaws.com/photos/343985263/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1405,../data/images_licensed\4507728273_9c675f9838.jpeg
4507731127,Dione vanillae,30.45278,-97.746192,https://inaturalist-open-data.s3.amazonaws.com/photos/343922834/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507731127_f536d38f6c.jpg
4507731172,Danaus plexippus,37.882655,-122.265428,https://inaturalist-open-data.s3.amazonaws.com/photos/343953669/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507731172_70bc639372.jpg
4507722241,Libytheana carinenta,26.16913,-98.380553,https://inaturalist-open-data.s3.amazonaws.com/photos/344008333/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507722241_9867ac3c12.jpeg
4507732294,Danaus plexippus,34.047745,-118.386825,https://inaturalist-open-data.s3.amazonaws.com/photos/343980794/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507732294_3eaab4fca7.jpg
4507734125,Dione vanillae,33.981,-118.059507,https://inaturalist-open-data.s3.amazonaws.com/photos/343923459/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507734125_76177e935c.jpg
4507732294,Danaus plexippus,34.047745,-118.386825,https://inaturalist-open-data.s3.amazonaws.com/photos/343980820/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507732294_a28df7b510.jpg
4507734125,Dione vanillae,33.981,-118.059507,https://inaturalist-open-data.s3.amazonaws.com/photos/343923406/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507734125_54c467df1c.jpg
4507735183,Danaus gilippus,30.458275,-97.759255,https://inaturalist-open-data.s3.amazonaws.com/photos/343945805/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1466,1998,../data/images_licensed\4507735183_b56e83c767.jpg
4507732294,Danaus plexippus,34.047745,-118.386825,https://inaturalist-open-data.s3.amazonaws.com/photos/343980762/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507732294_6e2abd5486.jpg
4507737178,Danaus plexippus,37.974462,-122.562583,https://inaturalist-open-data.s3.amazonaws.com/photos/343977350/original.jpg,http://creativecommons.org/licenses/by/4.0/,799,841,../data/images_licensed\4507737178_ae65215898.jpg
4507737178,Danaus plexippus,37.974462,-122.562583,https://inaturalist-open-data.s3.amazonaws.com/photos/343977374/original.jpg,http://creativecommons.org/licenses/by/4.0/,558,347,../data/images_licensed\4507737178_4a31ae4de5.jpg
4507734158,Danaus plexippus,33.706508,-112.031667,https://inaturalist-open-data.s3.amazonaws.com/photos/343945294/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507734158_d1071b2efe.jpg
4507724142,Vanessa cardui,30.386321,-98.861953,https://inaturalist-open-data.s3.amazonaws.com/photos/343949264/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,956,../data/images_licensed\4507724142_eb3c15e0d4.jpeg
4507734125,Dione vanillae,33.981,-118.059507,https://inaturalist-open-data.s3.amazonaws.com/photos/343923440/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507734125_8fefc9e8c3.jpg
4507741308,Junonia grisea,34.274099,-118.334253,https://inaturalist-open-data.s3.amazonaws.com/photos/344006312/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,831,739,../data/images_licensed\4507741308_f755c10cf1.jpg
4507740382,Dione vanillae,30.247356,-88.076092,https://inaturalist-open-data.s3.amazonaws.com/photos/344079785/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507740382_cd0ad883b2.jpeg
4507739158,Danaus gilippus,25.924193,-97.449365,https://inaturalist-open-data.s3.amazonaws.com/photos/343976785/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507739158_fe26fcb4dc.jpeg
4507731172,Danaus plexippus,37.882655,-122.265428,https://inaturalist-open-data.s3.amazonaws.com/photos/343953691/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507731172_c66f1ee17d.jpg
4507743464,Vanessa cardui,33.46182,-111.945983,https://inaturalist-open-data.s3.amazonaws.com/photos/344125716/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507743464_4240b18a54.jpg
4507742359,Danaus plexippus,30.249667,-88.075534,https://inaturalist-open-data.s3.amazonaws.com/photos/344080057/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507742359_2e7eed4af5.jpeg
4507744504,Vanessa cardui,37.826314,-122.5302,https://inaturalist-open-data.s3.amazonaws.com/photos/344164677/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1366,../data/images_licensed\4507744504_3369806874.jpg
4507742359,Danaus plexippus,30.249667,-88.075534,https://inaturalist-open-data.s3.amazonaws.com/photos/344080062/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507742359_3ad64d07bd.jpeg
4507742359,Danaus plexippus,30.249667,-88.075534,https://inaturalist-open-data.s3.amazonaws.com/photos/344080059/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507742359_aac45eedb2.jpeg
4507746528,Nymphalis antiopa,34.191867,-118.243378,https://inaturalist-open-data.s3.amazonaws.com/photos/344135843/original.jpg,http://creativecommons.org/publicdomain/zero/1.0/,1536,2048,../data/images_licensed\4507746528_10729b3e36.jpg
4507776316,Danaus plexippus,34.268605,-118.321518,https://inaturalist-open-data.s3.amazonaws.com/photos/344006151/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1090,726,../data/images_licensed\4507776316_b1f7b6bd50.jpg
4507750331,Vanessa annabella,37.620008,-122.498154,https://inaturalist-open-data.s3.amazonaws.com/photos/344049245/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507750331_5bc8f951ac.jpeg
4507764327,Dione vanillae,33.785781,-118.292819,https://inaturalist-open-data.s3.amazonaws.com/photos/344004618/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507764327_adf35e0f66.jpeg
4507802465,Vanessa virginiensis,36.098634,-78.805834,https://inaturalist-open-data.s3.amazonaws.com/photos/344109426/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1365,../data/images_licensed\4507802465_7bb868acdc.jpg
4507763343,Vanessa cardui,38.330563,-122.48613,https://inaturalist-open-data.s3.amazonaws.com/photos/343995586/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1294,1517,../data/images_licensed\4507763343_ad58197347.jpg
4507807403,Vanessa atalanta,30.247068,-88.076231,https://inaturalist-open-data.s3.amazonaws.com/photos/344080264/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507807403_e8a1c3c296.jpeg
4507824405,Vanessa virginiensis,27.484495,-81.519517,https://inaturalist-open-data.s3.amazonaws.com/photos/344137528/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1509,1212,../data/images_licensed\4507824405_f3e73b4fd8.jpg
4507824405,Vanessa virginiensis,27.484495,-81.519517,https://inaturalist-open-data.s3.amazonaws.com/photos/344137555/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1303,1001,../data/images_licensed\4507824405_7ff3ebe142.jpg
4507811459,Vanessa atalanta,33.917589,-118.408529,https://inaturalist-open-data.s3.amazonaws.com/photos/344117240/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,956,2048,../data/images_licensed\4507811459_362c165583.jpeg
4507834352,Danaus gilippus,33.706592,-112.031558,https://inaturalist-open-data.s3.amazonaws.com/photos/344104453/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507834352_9d627d4f92.jpg
4507902109,Euptoieta claudia,30.453072,-97.74492,https://inaturalist-open-data.s3.amazonaws.com/photos/343943263/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507902109_bb975f8e04.jpg
4507805514,Dione vanillae,34.136045,-118.28551,https://inaturalist-open-data.s3.amazonaws.com/photos/344172469/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1365,../data/images_licensed\4507805514_9ff4d65374.jpeg
4507898202,Nymphalis antiopa,38.508667,-122.776742,https://inaturalist-open-data.s3.amazonaws.com/photos/343950647/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1390,1662,../data/images_licensed\4507898202_39d0f282ed.jpg
4507903219,Dione vanillae,37.882678,-122.265397,https://inaturalist-open-data.s3.amazonaws.com/photos/343953497/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507903219_947f295ca7.jpg
4507751334,Danaus plexippus,29.721716,-84.990577,https://inaturalist-open-data.s3.amazonaws.com/photos/344036154/original.jpeg,http://creativecommons.org/licenses/by/4.0/,1536,2048,../data/images_licensed\4507751334_7b3e8f5254.jpeg
4507904176,Vanessa cardui,30.518613,-97.603307,https://inaturalist-open-data.s3.amazonaws.com/photos/344020597/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1416,../data/images_licensed\4507904176_5a1a66f2b6.jpg
4507905245,Euptoieta claudia,29.79043,-95.62017,https://inaturalist-open-data.s3.amazonaws.com/photos/344005553/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507905245_cbb28610cf.jpg
4507776335,Vanessa atalanta,30.841422,-98.337694,https://inaturalist-open-data.s3.amazonaws.com/photos/344023369/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2016,2048,../data/images_licensed\4507776335_37f858df3c.jpg
4507905245,Euptoieta claudia,29.79043,-95.62017,https://inaturalist-open-data.s3.amazonaws.com/photos/344005528/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507905245_aa7d954293.jpg
4507930180,Danaus plexippus,28.475932,-81.612372,https://inaturalist-open-data.s3.amazonaws.com/photos/343919331/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1616,1080,../data/images_licensed\4507930180_19a3c8c259.jpg
4507912290,Danaus plexippus,33.749868,-118.098657,https://inaturalist-open-data.s3.amazonaws.com/photos/343993816/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507912290_0047551920.jpg
4507930180,Danaus plexippus,28.475932,-81.612372,https://inaturalist-open-data.s3.amazonaws.com/photos/343919269/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1616,1080,../data/images_licensed\4507930180_cd2b6ae695.jpg
4507924192,Vanessa cardui,30.453039,-97.744984,https://inaturalist-open-data.s3.amazonaws.com/photos/343938701/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507924192_3edae83394.jpg
4507924200,Danaus gilippus,33.706505,-112.031658,https://inaturalist-open-data.s3.amazonaws.com/photos/343945310/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1536,../data/images_licensed\4507924200_c03c518c1e.jpg
4507776335,Vanessa atalanta,30.841422,-98.337694,https://inaturalist-open-data.s3.amazonaws.com/photos/344394885/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507776335_9ada7d12fa.jpg
4507930180,Danaus plexippus,28.475932,-81.612372,https://inaturalist-open-data.s3.amazonaws.com/photos/343919349/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1616,1080,../data/images_licensed\4507930180_c194a3fbaf.jpg
4507919284,Dione vanillae,27.672362,-97.350139,https://inaturalist-open-data.s3.amazonaws.com/photos/344012041/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1435,2048,../data/images_licensed\4507919284_e1bb76e5a7.jpeg
4507930180,Danaus plexippus,28.475932,-81.612372,https://inaturalist-open-data.s3.amazonaws.com/photos/343919281/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1616,1080,../data/images_licensed\4507930180_990c8714c1.jpg
4507903219,Dione vanillae,37.882678,-122.265397,https://inaturalist-open-data.s3.amazonaws.com/photos/343953525/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507903219_3258e2fdbe.jpg
4507751334,Danaus plexippus,29.721716,-84.990577,https://inaturalist-open-data.s3.amazonaws.com/photos/344036110/original.jpeg,http://creativecommons.org/licenses/by/4.0/,1536,2048,../data/images_licensed\4507751334_fc79f85e53.jpeg
4507750331,Vanessa annabella,37.620008,-122.498154,https://inaturalist-open-data.s3.amazonaws.com/photos/344049110/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1536,2048,../data/images_licensed\4507750331_30210e32c4.jpeg
4507930258,Danaus plexippus,25.924225,-97.449325,https://inaturalist-open-data.s3.amazonaws.com/photos/344020296/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1875,2048,../data/images_licensed\4507930258_71179c1eb4.jpeg
4507931298,Junonia neildi,25.176176,-80.874272,https://inaturalist-open-data.s3.amazonaws.com/photos/343986887/original.jpeg,http://creativecommons.org/publicdomain/zero/1.0/,811,768,../data/images_licensed\4507931298_19b92989f7.jpeg
4507930258,Danaus plexippus,25.924225,-97.449325,https://inaturalist-open-data.s3.amazonaws.com/photos/344020316/original.jpeg,http://creativecommons.org/licenses/by-nc/4.0/,1788,2048,../data/images_licensed\4507930258_bb3cd46112.jpeg
4507942298,Danaus plexippus,26.215629,-98.378628,https://inaturalist-open-data.s3.amazonaws.com/photos/343993515/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/,2048,1366,../data/images_licensed\4507942298_d68956dc62.jpg
